ID,Title,Category,Sub_Category,KhateebName,CityName,Date,Masjid
8176,نهاية الفرعون الجديد,العلم والدعوة والجهاد,"القتال والجهاد, المسلمون في العالم",ناصر بن محمد الأحمد,الخبر,18/1/1424,النور
8177,القرآن ومعتقل غوانتانامو,"العلم والدعوة والجهاد, موضوعات عامة","القرآن والتفسير, جرائم وحوادث",عويض بن حمود العطوي,تبوك,12/4/1426,أنس بن مالك
8178,فتنة الدعوة لقيادة المرأة للسيارة,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, فقه","الفتن, المرأة, قضايا المجتمع, قضايا فقهية معاصرة",عبد الله بن محمد الطوالة,جدة,19/4/1426,مسجد عبد الوهاب عبد الواسع
8179,سبل الشيطان في إغواء الإنسان,"الإيمان, الرقاق والأخلاق والآداب","الجن والشياطين, الفتن",غازي بن سالم بن صالح,دبي,"",سالم بن بخيت البخيت
8180,واتقوا يوما ترجعون فيه إلى الله,"الإيمان, الرقاق والأخلاق والآداب","الموت والحشر, اليوم الآخر",عادل بن سالم الكلباني,الرياض,"",جامع الملك خالد
8181,نعمتا الصحة والفراغ,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","اغتنام الأوقات, الأبناء, التربية والتزكية",أسامة بن عبد الله خياط,مكة المكرمة,3/5/1426,المسجد الحرام
8182,قاعدةُ سَدِّ الذَّرائع,العلم والدعوة والجهاد,محاسن الشريعة,صلاح بن محمد البدير,المدينة المنورة,3/5/1426,المسجد النبوي
8183,حُرمة الدماء المعصومة,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, فقه","الحدود, الكبائر والمعاصي, قضايا المجتمع",عكرمة بن سعيد صبري,القدس,3/5/1426,المسجد الأقصى
8184,الرحمة,"التوحيد, الرقاق والأخلاق والآداب","الأسماء والصفات, مكارم الأخلاق",عبد العزيز بن عبد الله آل الشيخ,الرياض,3/5/1426,جامع الإمام تركي بن عبد الله
8185,القول على الله بلا علم,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","العلم الشرعي, الكبائر والمعاصي",عبد العزيز بن عبد الله آل الشيخ,الرياض,10/5/1426,جامع الإمام تركي بن عبد الله
8186,السنَّة النبوية,"الأسرة والمجتمع, قضايا في الاعتقاد","الأبناء, الاتباع",علي بن عبد الرحمن الحذيفي,المدينة المنورة,10/5/1426,المسجد النبوي
8187,ضبط الوقت وأثره في إنتاجية المجتمع,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","اغتنام الأوقات, فضائل الأزمنة والأمكنة, قضايا المجتمع",صالح بن عبد الله بن حميد,مكة المكرمة,10/5/1426,المسجد الحرام
8188,القلوب بين الخشية والقسوة,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","أعمال القلوب, التربية والتزكية, القرآن والتفسير, المسلمون في العالم",إسماعيل الحاج أمين نواهضة,القدس,10/5/1426,المسجد الأقصى
8189,الجنة والنار,"الإيمان, الرقاق والأخلاق والآداب","الجنة والنار, اليوم الآخر",علي بن عبد الرحمن الحذيفي,المدينة المنورة,17/5/1426,المسجد النبوي
8190,لمحات في استثمار الإجازات,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","اغتنام الأوقات, الأبناء, التربية والتزكية",عبد الرحمن السديس إمام الحرم,مكة المكرمة,17/5/1426,المسجد الحرام
8191,وصايا في التعامل مع العمال والخدم,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","الآداب والحقوق العامة, قضايا المجتمع",عبد العزيز بن عبد الله آل الشيخ,الرياض,17/5/1426,جامع الإمام تركي بن عبد الله
8192,كيف نحافظ على القدس؟,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الكبائر والمعاصي, المسلمون في العالم, فضائل الأزمنة والأمكنة",محمد أحمد حسين,القدس,17/5/1426,المسجد الأقصى
8193,قيمة الوقت في حياة المسلم,الرقاق والأخلاق والآداب,اغتنام الأوقات,صالح بن محمد آل طالب,مكة المكرمة,24/5/1426,المسجد الحرام
8195,النكاح فوائد وأحكام,"الأسرة والمجتمع, فقه","النكاح, قضايا المجتمع",عبد العزيز بن عبد الله آل الشيخ,الرياض,24/5/1426,جامع الإمام تركي بن عبد الله
8196,الصيّف والعناية بالشباب,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","اغتنام الأوقات, قضايا المجتمع",علي بن عبد الرحمن الحذيفي,المدينة المنورة,24/5/1426,المسجد النبوي
8197,الإشاعات والحرب النفسية,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","آفات اللسان, القتال والجهاد, المسلمون في العالم",عكرمة بن سعيد صبري,القدس,24/5/1426,المسجد الأقصى
8198,عوائق في طريق الزواج,"الأسرة والمجتمع, فقه","المرأة, النكاح, قضايا المجتمع",صالح بن محمد آل طالب,مكة المكرمة,2/6/1426,المسجد الحرام
8199,توجيهات ووصايا للأسرة المسلمة,"الأسرة والمجتمع, فقه","الأبناء, المرأة, النكاح, الوالدان",عبد المحسن بن محمد القاسم,المدينة المنورة,2/6/1426,المسجد النبوي
8200,آداب السوق,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, فقه","الآداب والحقوق العامة, البيوع, المرأة",عبد العزيز بن عبد الله آل الشيخ,الرياض,2/6/1426,جامع الإمام تركي بن عبد الله
8201,التذكير بالاستعداد ليوم الرحيل,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, الموت والحشر",يوسف بن عبد الوهاب أبو سنينه,القدس,2/6/1426,المسجد الأقصى
8202,أمانة الكلمة,الرقاق والأخلاق والآداب,آفات اللسان,عبد العزيز بن عبد الله آل الشيخ,الرياض,9/6/1426,جامع الإمام تركي بن عبد الله
8203,"هدي النبي <img src='../../images/salla-icon.gif' border='0'> مع الغيث","فقه, قضايا في الاعتقاد","الاتباع, الصلاة",لافي بن حمود الصاعدي,مكة المكرمة,"",جامع الفتح
8204,العفة والاستعفاف,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","أخلاق عامة, الفتن, قضايا المجتمع",صلاح بن محمد البدير,المدينة المنورة,9/6/1426,المسجد النبوي
8205,العفة بين أعاصير الفضائيات وطوفان الإنترنت,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الإعلام, الكبائر والمعاصي, المرأة",عبد الرحمن السديس إمام الحرم,مكة المكرمة,9/6/1426,المسجد الحرام
8206,المسارعة في الخيرات,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","المرأة, المسلمون في العالم, فضائل الأعمال",إسماعيل الحاج أمين نواهضة,القدس,9/6/1426,المسجد الأقصى
8207,التقليد والتبعية,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, قضايا في الاعتقاد","البدع والمحدثات, الفتن, قضايا دعوية, مساوئ الأخلاق",سعود بن إبراهيم الشريم,مكة المكرمة,16/6/1426,المسجد الحرام
8208,الخشوع وأثره في الصلاة,"الرقاق والأخلاق والآداب, فقه","أعمال القلوب, الصلاة, فضائل الأعمال",عبد الباري بن عوض الثبيتي,المدينة المنورة,16/6/1426,المسجد النبوي
8209,آثار الإيمان على الفرد والمجتمع,"الإيمان, العلم والدعوة والجهاد","التربية والتزكية, خصال الإيمان",عبد العزيز بن عبد الله آل الشيخ,الرياض,16/6/1426,جامع الإمام تركي بن عبد الله
821,صلوا أرحامكم,الأسرة والمجتمع,الأرحام,صالح بن عبد الله بن حميد,مكة المكرمة,"",المسجد الحرام
8210,دعوة إلى الوحدة وجمع الكلمة,الرقاق والأخلاق والآداب,"الفتن, الكبائر والمعاصي",عكرمة بن سعيد صبري,القدس,16/6/1426,المسجد الأقصى
8211,حسن الظن بالله,"الإيمان, الرقاق والأخلاق والآداب","أعمال القلوب, الفتن, القضاء والقدر, الكبائر والمعاصي",أسامة بن عبد الله خياط,مكة المكرمة,23/6/1426,المسجد الحرام
8212,الإيمان بالملائكة,الإيمان,الملائكة,عبد الباري بن عوض الثبيتي,المدينة المنورة,23/6/1426,المسجد النبوي
8213,أما آن للأمة أن تتوب؟!,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التوبة, المسلمون في العالم",محمد أحمد حسين,القدس,23/6/1426,المسجد الأقصى
8214,الصدق والنصيحة في التعامل,"الإيمان, الرقاق والأخلاق والآداب","أخلاق عامة, الآداب والحقوق العامة, حقيقة الإيمان",عبد العزيز بن عبد الله آل الشيخ,الرياض,23/6/1426,جامع الإمام تركي بن عبد الله
8215,ملك يُودَّع وملك يُبايع,فقه,الجنائز,عبد الرحمن بن علي العسكر,الرياض,30/6/1426,عبد الله بن عمر
8216,عبرات المقلتين في وفاة خادم الحرمين,"الرقاق والأخلاق والآداب, سيرة وتاريخ","الموت والحشر, تراجم, معارك وأحداث",عبد الرحمن السديس إمام الحرم,مكة المكرمة,30/6/1426,المسجد الحرام
8217,وقفات وعبر في وفاة الملك فهد ومبايعة أخيه,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ, فقه","الجنائز, الموت والحشر, محاسن الشريعة, معارك وأحداث",عبد العزيز بن عبد الله آل الشيخ,الرياض,30/6/1426,جامع الإمام تركي بن عبد الله
8218,حق الراعي والرعية,"الأسرة والمجتمع, الإيمان, قضايا في الاعتقاد","البدع والمحدثات, خصال الإيمان, قضايا المجتمع",حسين بن عبد العزيز آل الشيخ,المدينة المنورة,30/6/1426,المسجد النبوي
8219,الدين النصيحة,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, التربية والتزكية, قضايا المجتمع",عماد الدين علي أبو اليسر,القاهرة,"",نور الإسلام
8220,النصر أسبابه ومقوماته,العلم والدعوة والجهاد,"القتال والجهاد, المسلمون في العالم",يوسف بن عبد الوهاب أبو سنينه,القدس,30/6/1426,المسجد الأقصى
8221,الإمامة العظمى في الإسلام,"الأسرة والمجتمع, العلم والدعوة والجهاد","قضايا المجتمع, محاسن الشريعة",سعود بن إبراهيم الشريم,مكة المكرمة,7/7/1426,المسجد الحرام
8222,حق الراعي,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, محاسن الشريعة",عبد المحسن بن محمد القاسم,المدينة المنورة,7/7/1426,المسجد النبوي
8223,رضا الله عن العبد,"الإيمان, العلم والدعوة والجهاد","المسلمون في العالم, حقيقة الإيمان",عكرمة بن سعيد صبري,القدس,7/7/1426,المسجد الأقصى
8224,التحذير من السحرة والمشعوذين,"الإيمان, التوحيد, الرقاق والأخلاق والآداب","الشرك ووسائله, الكبائر والمعاصي, نواقض الإيمان",عبد العزيز بن عبد الله آل الشيخ,الرياض,7/7/1426,جامع الإمام تركي بن عبد الله
8225,أصول البيعة الشرعية,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, قضايا المجتمع, محاسن الشريعة",صالح بن محمد آل طالب,مكة المكرمة,14/7/1426,المسجد الحرام
8226,حقوق الولاة,الرقاق والأخلاق والآداب,الآداب والحقوق العامة,صلاح بن محمد البدير,المدينة المنورة,14/7/1426,المسجد النبوي
8227,إن الله لا يصلح عمل المفسدين,"أديان وفرق ومذاهب, الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, التوبة, العلم الشرعي, الكبائر والمعاصي, قضايا المجتمع, مذاهب فكرية معاصرة",عبد العزيز بن عبد الله آل الشيخ,الرياض,14/7/1426,جامع الإمام تركي بن عبد الله
8228,الأمة الإسلامية بين التخلف والاستخلاف,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ, موضوعات عامة","التربية والتزكية, جرائم وحوادث, فضائل الأعمال, معارك وأحداث",إسماعيل الحاج أمين نواهضة,القدس,14/7/1426,المسجد الأقصى
8229,الانقياد للحق,"الإيمان, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, حقيقة الإيمان, مكارم الأخلاق",أسامة بن عبد الله خياط,مكة المكرمة,21/7/1426,المسجد الحرام
8230,ولاية الله للعبد,"الإيمان, قضايا في الاعتقاد","الأولياء, حقيقة الإيمان",علي بن عبد الرحمن الحذيفي,المدينة المنورة,21/7/1426,المسجد النبوي
8231,التحذير من البدع,قضايا في الاعتقاد,البدع والمحدثات,حسين بن عبد العزيز آل الشيخ,المدينة المنورة,3/7/1419,المسجد النبوي
8232,فضائل المسجد الأقصى تاريخه وبعض أحكامه,"الرقاق والأخلاق والآداب, فقه","المساجد, فضائل الأزمنة والأمكنة",لافي بن حمود الصاعدي,مكة المكرمة,"",جامع الفتح
8233,مع سورة الكهف: الامتحان في الدين,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الفتن, القرآن والتفسير",عبد الله بن محمد الحمادي,غير محددة,"",مسجد الإسراء
8234,الشيخ الشهيد,"العلم والدعوة والجهاد, موضوعات عامة","المسلمون في العالم, جرائم وحوادث",عبد الله بن فريح البهلال,الرياض,5/2/1425,عمر بن الخطاب
8235,أهمية اغتنام الإجازة الصيفية,الرقاق والأخلاق والآداب,اغتنام الأوقات,عامر بن عيسى اللهو,الدمام,17/5/1426,جامع الأندلس
8236,تعظيم الله جل شأنه,"الإيمان, التوحيد","الربوبية, الله عز وجل",حمود بن عبد الله إبراهيم,الدمام,16/6/1426,جامع بلاط الشهداء
8237,مدرسة الصحابة,الإيمان,خصال الإيمان,علي بن عبد الرحمن العويشز,الدمام,2/4/1425,أبو بكر الصديق (شركة أرامكو)
8238,موالاة المشركين ومشاركة العلمانيين,الإيمان,الولاء والبراء,مهران ماهر عثمان نوري,الخرطوم,2/6/1426,خالد بن الوليد
8239,وسائل الثبات على الدين,الرقاق والأخلاق والآداب,الفتن,محمد بن عبد العزيز الشمالي,الرياض,"",غير محدد
824,فاحشه الزنا: مقدمات وروادع,الرقاق والأخلاق والآداب,الكبائر والمعاصي,سليمان بن حمد العودة,بريدة,28/6/1415,جامع الراشد
8240,فضل التوبة,الرقاق والأخلاق والآداب,التوبة,علي بن عبد الرحمن الحذيفي,المدينة المنورة,28/7/1426,المسجد النبوي
8241,المفاصلة بين الرجال والنساء,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","الفتن, المرأة, قضايا المجتمع",عبد الله بن سعد قهبي,جدة,"",جامع أم القرى
8242,الأقصى في ذكرى الإسراء والمعراج,العلم والدعوة والجهاد,المسلمون في العالم,محمد أحمد حسين,القدس,21/7/1426,المسجد الأقصى
8243,إعصار كاترينا,"التوحيد, الرقاق والأخلاق والآداب","آثار الذنوب والمعاصي, الربوبية",عبيد بن عساف الطوياوي,حائل,28/7/1426,جامع الخلف
8244,الطريق إلى العزة,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","آثار الذنوب والمعاصي, الكبائر والمعاصي, المسلمون في العالم",يوسف بن عبد الوهاب أبو سنينه,القدس,28/7/1426,المسجد الأقصى
8245,نعم الله على عباده,الرقاق والأخلاق والآداب,أعمال القلوب,عبد العزيز بن عبد الله آل الشيخ,الرياض,21/7/1426,جامع الإمام تركي بن عبد الله
8246,أسباب الابتداع في الدين,"الرقاق والأخلاق والآداب, قضايا في الاعتقاد","البدع والمحدثات, الفتن",علي بن عبد الرحمن الحذيفي,المدينة المنورة,5/8/1426,المسجد النبوي
8247,الحياء,الرقاق والأخلاق والآداب,مكارم الأخلاق,مهران ماهر عثمان نوري,الخرطوم,17/5/1426,خالد بن الوليد
8248,رؤية المؤمنين لرب العالمين في يوم الدين,الرقاق والأخلاق والآداب,الجنة والنار,مهران ماهر عثمان نوري,الخرطوم,24/5/1426,خالد بن الوليد
8249,أعلى النعيم,الرقاق والأخلاق والآداب,الجنة والنار,لافي بن حمود الصاعدي,مكة المكرمة,"",جامع الفتح
825,هذا أبو بكر (رضي الله عنه),سيرة وتاريخ,تراجم,صالح بن عبد الله بن حميد,مكة المكرمة,"",المسجد الحرام
8250,ظاهرة السهر بين الشرع والطب,الأسرة والمجتمع,قضايا المجتمع,لافي بن حمود الصاعدي,مكة المكرمة,"",جامع الفتح
8251,زاد الشاكرين,الرقاق والأخلاق والآداب,أعمال القلوب,سعد بن فجحان الدوسري,الصباحية,"",جامع ضاحية الصباحية
8252,الحزن في ميزان الشرع,الأسرة والمجتمع,قضايا المجتمع,سعود بن إبراهيم الشريم,مكة المكرمة,28/7/1426,المسجد الحرام
8253,منزلة الأعمال من الإيمان,"الإيمان, الرقاق والأخلاق والآداب","أعمال القلوب, حقيقة الإيمان",عبد العزيز بن عبد الله آل الشيخ,الرياض,28/7/1426,جامع الإمام تركي بن عبد الله
8254,رقه القلوب وأسبابها,الرقاق والأخلاق والآداب,أعمال القلوب,محمد بن حمد الخميس,الدمام,2/4/1425,جامع الهدى
8256,هذه هي الدنيا,الرقاق والأخلاق والآداب,"التوبة, الزهد والورع, الفتن",ناصر بن محمد الأحمد,الخبر,14/11/1423,النور
8257,وذكرهم بأيام الله,"العلم والدعوة والجهاد, سيرة وتاريخ","قضايا دعوية, معارك وأحداث",ناصر بن محمد الأحمد,الخبر,8/9/1422,النور
8258,وعلى الله فتوكلوا,الرقاق والأخلاق والآداب,أعمال القلوب,ناصر بن محمد الأحمد,الخبر,20/7/1423,النور
8259,وفاة الشيخ ابن باز (2),سيرة وتاريخ,تراجم,ناصر بن محمد الأحمد,الخبر,6/2/1420,النور
826,التنافس الصحيح,الرقاق والأخلاق والآداب,اغتنام الأوقات,عبد الحميد التركستاني,الطائف,23/5/1420,طه خياط
8260,جريمة تدنيس القرآن,"الإيمان, العلم والدعوة والجهاد, موضوعات عامة","القرآن والتفسير, الولاء والبراء, جرائم وحوادث",عبد الله بن محمد الطوالة,جدة,12/4/1426,مسجد عبد الوهاب عبد الواسع
8261,بعد موت البابا,"الإيمان, العلم والدعوة والجهاد","الإعلام, الولاء والبراء",عبد الله بن محمد الطوالة,جدة,"",مسجد عبد الوهاب عبد الواسع
8262,نعمة النكاح,فقه,النكاح,عامر بن عيسى اللهو,الدمام,24/5/1426,جامع الأندلس
8263,نحن والحر,موضوعات عامة,مخلوقات الله,عامر بن عيسى اللهو,الدمام,9/6/1426,جامع الأندلس
8264,الإجازة وصلة الرحم,الأسرة والمجتمع,الأرحام,عامر بن عيسى اللهو,الدمام,16/6/1426,جامع الأندلس
8265,طوفان تسونامي آية ودروس,"الرقاق والأخلاق والآداب, موضوعات عامة","آثار الذنوب والمعاصي, جرائم وحوادث",سعد بن محمد المهنا,القطيف,19/1/1426,جامع الخفرة
8266,وفاة خادم الحرمين الشريفين,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الموت والحشر, محاسن الشريعة",عيسى بن درزي المبلع,حائل,30/6/1426,جامع الأمير سعود الفيصل
8267,استقبال رمضان,الرقاق والأخلاق والآداب,فضائل الأزمنة والأمكنة,خالد بن محمد الشارخ,الرياض,"",اللحيدان
8268,الإسراء والمعراج,"سيرة وتاريخ, فقه","السيرة النبوية, الصلاة",خالد بن محمد الشارخ,الرياض,"",اللحيدان
8269,البدعة والتحذير منها,قضايا في الاعتقاد,البدع والمحدثات,خالد بن محمد الشارخ,الرياض,"",اللحيدان
8270,التوحيد,التوحيد,"الأسماء والصفات, الألوهية, الربوبية",خالد بن محمد الشارخ,الرياض,"",اللحيدان
8271,قيمة الدنيا,"الرقاق والأخلاق والآداب, فقه","الديون والقروض, الزهد والورع",خالد بن محمد الشارخ,الرياض,"",اللحيدان
8272,الجنة,الرقاق والأخلاق والآداب,الجنة والنار,سعد بن سعيد الحجري,أبها,"",جامع آل غليظ
8273,حفظ اللسان,"الإيمان, الرقاق والأخلاق والآداب","آفات اللسان, خصال الإيمان",سعد بن سعيد الحجري,أبها,"",جامع آل غليظ
8274,ذر في صور الرجال,الرقاق والأخلاق والآداب,"أمراض القلوب, الكبائر والمعاصي, مساوئ الأخلاق",سعد بن سعيد الحجري,أبها,"",جامع آل غليظ
8275,استقبال رمضان بالتوبة,الرقاق والأخلاق والآداب,التوبة,أحمد حسن المعلم,المكلا,"",خالد بن الوليد
8276,أفحسبتم أنما خلقناكم عبثا,الرقاق والأخلاق والآداب,"التوبة, الموت والحشر",أحمد حسن المعلم,المكلا,"",خالد بن الوليد
8277,الدعاء,الرقاق والأخلاق والآداب,الدعاء والذكر,أحمد حسن المعلم,المكلا,"",خالد بن الوليد
8278,حديث للمرأة المسلمة,الأسرة والمجتمع,المرأة,أحمد حسن المعلم,المكلا,"",خالد بن الوليد
8279,خواطر من برد الشتاء,"الرقاق والأخلاق والآداب, موضوعات عامة","أعمال القلوب, مخلوقات الله",أحمد حسن المعلم,المكلا,"",خالد بن الوليد
8280,الإمام الراحل,"الرقاق والأخلاق والآداب, سيرة وتاريخ","الموت والحشر, تراجم",محمد بن معطش آل مزوي,بيشة,30/6/1426,جامع الدحو
8281,فضل العلم,العلم والدعوة والجهاد,العلم الشرعي,أسامة بن عبد الله خياط,مكة المكرمة,5/8/1426,المسجد الحرام
8282,رسالة المعلم,"الأسرة والمجتمع, العلم والدعوة والجهاد","الأبناء, التربية والتزكية",عبد العزيز بن عبد الله آل الشيخ,الرياض,5/8/1426,جامع الإمام تركي بن عبد الله
8283,فضل التوبة,الرقاق والأخلاق والآداب,التوبة,علي بن عبد الرحمن الحذيفي,المدينة المنورة,5/11/1425,المسجد النبوي
8284,عداوة الشيطان للإنسان,"الإيمان, الرقاق والأخلاق والآداب","الجن والشياطين, الدعاء والذكر",يزيد بن الخضر ابن قاسي,بوزريعة,"",علي مغربي
8285,إعصار كاترينا,"الرقاق والأخلاق والآداب, موضوعات عامة","آثار الذنوب والمعاصي, جرائم وحوادث",سامي بن عبد العزيز الماجد,الرياض,28/7/1426,جامع الرائد
8286,كلمات للمعلمين والمعلمات,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, التربية والتزكية, العلم الشرعي",عبد الرحمن السديس إمام الحرم,مكة المكرمة,12/8/1426,المسجد الحرام
8287,جنود الخفاء,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, فقه","الآداب والحقوق العامة, الزكاة والصدقة, قضايا المجتمع",عبد المحسن بن محمد القاسم,المدينة المنورة,12/8/1426,المسجد النبوي
8288,هيئة الأمر بالمعروف والنّهي عن المنكر والأقلام المسمومة,"الأسرة والمجتمع, العلم والدعوة والجهاد","الأمر بالمعروف والنهي عن المنكر, قضايا المجتمع",عبد العزيز بن عمر القنصل,أبها,"",غير محدد
8289,الأبطال بين حقيقة التاريخ وتزوير الإعلام,"العلم والدعوة والجهاد, سيرة وتاريخ","الإعلام, تراجم",عمر بن سعيد المبطي,نجران,"",غير محدد
829,فريضة الحج في أعماق الزمن,"سيرة وتاريخ, فقه","الحج والعمرة, القصص",سليمان بن حمد العودة,بريدة,20/11/1412,جامع الراشد
8290,حقوق البنات,الأسرة والمجتمع,"الأبناء, المرأة, قضايا الأسرة",عبد العزيز بن عبد الله آل الشيخ,الرياض,12/8/1426,جامع الإمام تركي بن عبد الله
8291,التعليم الشرعي,العلم والدعوة والجهاد,"التربية والتزكية, العلم الشرعي",مبارك بن سليمان آل سليمان,الرياض,12/8/1426,الإمام أحمد بن حنبل
8292,الأهبة لشهر التوبة,"الرقاق والأخلاق والآداب, فقه","آثار الذنوب والمعاصي, الصوم",صالح بن محمد آل طالب,مكة المكرمة,19/8/1426,المسجد الحرام
8293,ركن الزكاة,فقه,الزكاة والصدقة,صلاح بن محمد البدير,المدينة المنورة,19/8/1426,المسجد النبوي
8294,عداوة الشيطان للإنسان ـ 1,"الإيمان, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, الجن والشياطين, الفتن, الكبائر والمعاصي",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8295,وسائل الشيطان في إغواء الإنسان ـ 2,"الإيمان, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, الجن والشياطين, الفتن, الكبائر والمعاصي",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8296,وسائل مقاومة الشيطان ـ 3,"الإيمان, الرقاق والأخلاق والآداب","الجن والشياطين, الدعاء والذكر",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8297,الظلم والتظالم,الرقاق والأخلاق والآداب,"الكبائر والمعاصي, مساوئ الأخلاق",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8298,الوالدان,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","الكبائر والمعاصي, الوالدان, فضائل الأعمال, مكارم الأخلاق",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8299,غض البصر,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","التربية والتزكية, الفتن, الكبائر والمعاصي, المرأة",حمود بن عبد الله إبراهيم,الدمام,"",جامع بلاط الشهداء
8300,التحذير من أذية المسلمين,"الأسرة والمجتمع, الرقاق والأخلاق والآداب, العلم والدعوة والجهاد","الآداب والحقوق العامة, الكبائر والمعاصي, قضايا المجتمع, محاسن الشريعة",محمد أحمد حسين,القدس,19/8/1426,المسجد الأقصى
8301,"النبي <img src='../../images/salla-icon.gif' border='0'> كأنك تراه (1): أهمية الأخلاق","الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","التربية والتزكية, الشمائل, مكارم الأخلاق",محمد بن حمد الخميس,الدمام,6/6/1425,جامع الهدى
8302,"النبي <img src='../../images/salla-icon.gif' border='0'> كأنك تراه (2): الأدب وحسن المعاملة","الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","التربية والتزكية, الشمائل, مكارم الأخلاق",محمد بن حمد الخميس,الدمام,13/6/1425,جامع الهدى
8303,"النبي <img src='../../images/salla-icon.gif' border='0'> كأنك تراه (3): العفو","الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","التربية والتزكية, الشمائل, مكارم الأخلاق",محمد بن حمد الخميس,الدمام,18/7/1425,جامع الهدى
8304,"النبي <img src='../../images/salla-icon.gif' border='0'> كأنك تراه (4): اللين والرفق","الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","التربية والتزكية, الشمائل, مكارم الأخلاق",محمد بن حمد الخميس,الدمام,25/7/1425,جامع الهدى
8305,"النبي <img src='../../images/salla-icon.gif' border='0'> كأنك تراه (5): الإيثار","الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, سيرة وتاريخ","التربية والتزكية, الشمائل, مكارم الأخلاق",محمد بن حمد الخميس,الدمام,3/8/1425,جامع الهدى
8306,روضة الصائمين,العلم والدعوة والجهاد,القرآن والتفسير,عبد الله بن راضي المعيدي,حائل,"",جامع عمر بن الخطاب
8307,أي رمضان رمضانك؟!,"الرقاق والأخلاق والآداب, العلم والدعوة والجهاد, فقه","التربية والتزكية, الصوم, فضائل الأزمنة والأمكنة",محمد بن إبراهيم السبر,العريجاء,"",جامع الأميرة موضي السديري
8308,الغفلة عن شكر النعم,الإيمان,خصال الإيمان,صالح بن عبد الله بن حميد,مكة المكرمة,26/8/1426,المسجد الحرام
8309,رحمة الكبار,"الأسرة والمجتمع, الرقاق والأخلاق والآداب","الآداب والحقوق العامة, قضايا المجتمع",عبد العزيز بن عبد الله آل الشيخ,الرياض,19/8/1426,جامع الإمام تركي بن عبد الله
8310,رمضان والأقصى,الرقاق والأخلاق والآداب,فضائل الأعمال,يوسف بن عبد الوهاب أبو سنينه,القدس,26/8/1426,المسجد الأقصى
8311,على مائدة الإفطار,فقه,الصوم,عبد الله بن راضي المعيدي,حائل,"",جامع عمر بن الخطاب
8312,قلبك في رمضان,الرقاق والأخلاق والآداب,"أعمال القلوب, أمراض القلوب",عبد الله بن راضي المعيدي,حائل,"",جامع عمر بن الخطاب
